time_s,beat,phase,rate_nL_min,command,mode,message\n0.000870,0,summary,21.000000000,,pulse,bpm=140.000;requested_sv_nL=0.150000;effective_sv_nL=0.150000;requested_flow_nL_min=21.000000;effective_flow_nL_min=21.000000;requested_meanStepHz=6.743738;effective_meanStepHz=6.743738;stroke_steps=-1;stroke_adjusted=0;pulseDeliveryMode=physiology;systoleVol_nL=0.149571;diastoleRate_nL_min=0.100000;rateCompGain=1.381215;compMode=hamilton_100uL_physiology_bpm;targetBeats=70;effectiveRun_s=30.000000
25.036855,59,command,0.100000000,irate 0.100000 nl/m,pulse,
25.044628,59,command,NaN,stop,pulse,
25.294838,60,command,72.306629834,irate 72.306630 nl/m,pulse,
25.302501,60,command,NaN,run,pulse,
25.464512,60,command,0.100000000,irate 0.100000 nl/m,pulse,
25.470338,60,command,NaN,stop,pulse,
25.723273,61,command,72.306629834,irate 72.306630 nl/m,pulse,
25.730917,61,command,NaN,run,pulse,
25.893330,61,command,0.100000000,irate 0.100000 nl/m,pulse,
25.899757,61,command,NaN,stop,pulse,
26.151766,62,command,72.306629834,irate 72.306630 nl/m,pulse,
26.159076,62,command,NaN,run,pulse,
26.321518,62,command,0.100000000,irate 0.100000 nl/m,pulse,
26.327497,62,command,NaN,stop,pulse,
26.581127,63,command,72.306629834,irate 72.306630 nl/m,pulse,
26.587722,63,command,NaN,run,pulse,
26.751710,63,command,0.100000000,irate 0.100000 nl/m,pulse,
26.759011,63,command,NaN,stop,pulse,
27.007328,64,command,72.306629834,irate 72.306630 nl/m,pulse,
27.013317,64,command,NaN,run,pulse,
27.179199,64,command,0.100000000,irate 0.100000 nl/m,pulse,
27.186513,64,command,NaN,stop,pulse,
27.438943,65,command,72.306629834,irate 72.306630 nl/m,pulse,
27.446283,65,command,NaN,run,pulse,
27.607167,65,command,0.100000000,irate 0.100000 nl/m,pulse,
27.613469,65,command,NaN,stop,pulse,
27.865865,66,command,72.306629834,irate 72.306630 nl/m,pulse,
27.873245,66,command,NaN,run,pulse,
28.035854,66,command,0.100000000,irate 0.100000 nl/m,pulse,
28.041691,66,command,NaN,stop,pulse,
28.294463,67,command,72.306629834,irate 72.306630 nl/m,pulse,
28.301496,67,command,NaN,run,pulse,
28.465070,67,command,0.100000000,irate 0.100000 nl/m,pulse,
28.470893,67,command,NaN,stop,pulse,
28.722926,68,command,72.306629834,irate 72.306630 nl/m,pulse,
28.730087,68,command,NaN,run,pulse,
28.893470,68,command,0.100000000,irate 0.100000 nl/m,pulse,
28.899724,68,command,NaN,stop,pulse,
29.151933,69,command,72.306629834,irate 72.306630 nl/m,pulse,
29.159819,69,command,NaN,run,pulse,
29.321739,69,command,0.100000000,irate 0.100000 nl/m,pulse,
29.327394,69,command,NaN,stop,pulse,
29.580338,70,command,72.306629834,irate 72.306630 nl/m,pulse,
29.587820,70,command,NaN,run,pulse,
29.750390,70,command,0.100000000,irate 0.100000 nl/m,pulse,
29.756660,70,command,NaN,stop,pulse,
30.008969,70,command,NaN,stop,pulse,
